source_battery_id,cycle_number,timestamp,ambient_temperature,voltage_mean,voltage_std,voltage_min,voltage_max,current_mean,current_std,current_load_mean,temperature_mean,temperature_std,temperature_rise_rate,internal_resistance,capacity
KAGGLE_001,76,2026-01-01T00:16:00,20.635,3.7409,0.0659,3.4185,4.1513,-1.8768,0.1222,-1.6964,26.2488,1.4954,0.667,0.02377,1.80802
KAGGLE_001,77,2026-01-01T00:17:00,27.901,3.6624,0.0651,3.4966,4.1598,-1.8511,0.124,-1.732,25.2189,1.6202,0.3107,0.01693,1.84229
KAGGLE_001,78,2026-01-01T00:18:00,21.612,3.7062,0.067,3.4035,4.168,-1.799,0.1145,-1.6956,24.6922,1.6781,0.2001,0.01951,1.80925
KAGGLE_001,79,2026-01-01T00:19:00,25.194,3.7283,0.0632,3.4445,4.1277,-1.7688,0.1209,-1.6514,24.4085,1.5153,0.3889,0.01649,1.85107
KAGGLE_001,80,2026-01-01T00:20:00,22.371,3.6688,0.056,3.4833,4.1657,-1.7837,0.1086,-1.7141,23.514,1.5489,0.2669,0.01882,1.8409
KAGGLE_002,1,2026-01-01T00:01:00,20.833,3.6754,0.0585,3.4695,4.1236,-1.8687,0.1293,-1.6505,25.7872,1.3771,0.5349,0.02486,2.00384
KAGGLE_002,2,2026-01-01T00:02:00,26.049,3.692,0.0531,3.4992,4.1134,-1.8759,0.1241,-1.7422,23.4985,1.344,0.6935,0.01599,2.02437
KAGGLE_002,3,2026-01-01T00:03:00,23.628,3.6834,0.0555,3.4869,4.0926,-1.8784,0.1151,-1.6531,24.5145,1.342,1.0331,0.01764,2.00888
KAGGLE_002,4,2026-01-01T00:04:00,23.065,3.7321,0.0598,3.4529,4.14,-1.7415,0.1221,-1.6893,26.5863,1.3683,1.0519,0.02084,2.0095
KAGGLE_002,5,2026-01-01T00:05:00,27.413,3.7468,0.0606,3.4595,4.155,-1.8037,0.1051,-1.7491,25.0543,1.3622,0.3137,0.02068,1.98185
KAGGLE_002,6,2026-01-01T00:06:00,20.529,3.7225,0.0695,3.4708,4.0949,-1.7826,0.1283,-1.7317,26.945,1.6194,0.652,0.01914,2.00062
KAGGLE_002,7,2026-01-01T00:07:00,29.417,3.7381,0.0663,3.4305,4.1558,-1.7284,0.1163,-1.7187,23.3606,1.3318,0.857,0.02917,1.97752
KAGGLE_002,8,2026-01-01T00:08:00,20.574,3.7243,0.0611,3.4493,4.1574,-1.7261,0.117,-1.6991,25.9232,1.4919,0.6635,0.02997,1.95714
KAGGLE_002,9,2026-01-01T00:09:00,26.979,3.6905,0.0623,3.4911,4.1446,-1.7657,0.1281,-1.675,23.9769,1.5956,1.0558,0.02735,1.9959
KAGGLE_002,10,2026-01-01T00:10:00,25.281,3.7109,0.0621,3.4965,4.1375,-1.7389,0.1209,-1.7275,23.3005,1.6358,0.6623,0.02929,1.99084
KAGGLE_002,11,2026-01-01T00:11:00,23.791,3.6873,0.0523,3.4914,4.095,-1.7937,0.1307,-1.7382,24.1967,1.4174,0.3918,0.02607,1.95879
KAGGLE_002,12,2026-01-01T00:12:00,22.175,3.6805,0.0687,3.4643,4.1526,-1.8743,0.1185,-1.6882,24.9531,1.4423,0.754,0.01993,1.96297
KAGGLE_002,13,2026-01-01T00:13:00,20.052,3.739,0.0537,3.4355,4.0801,-1.8013,0.1034,-1.6986,23.6148,1.3495,0.6387,0.01733,1.9455
KAGGLE_002,14,2026-01-01T00:14:00,22.261,3.6895,0.056,3.4428,4.0882,-1.7502,0.1043,-1.7061,26.3574,1.3647,0.5184,0.02151,1.95911
KAGGLE_002,15,2026-01-01T00:15:00,28.705,3.6698,0.0538,3.404,4.1095,-1.761,0.136,-1.734,23.796,1.4917,0.7987,0.01899,1.93672
KAGGLE_002,16,2026-01-01T00:16:00,25.501,3.73,0.0643,3.4325,4.1464,-1.7389,0.1201,-1.6576,26.3723,1.4555,0.2988,0.01662,1.93589
KAGGLE_002,17,2026-01-01T00:17:00,21.555,3.7,0.0653,3.4237,4.1378,-1.8253,0.1391,-1.6763,24.7373,1.4158,0.6373,0.02641,1.90736
KAGGLE_002,18,2026-01-01T00:18:00,21.525,3.7011,0.055,3.4767,4.1564,-1.7209,0.1099,-1.6679,23.7936,1.5826,0.929,0.02552,1.91644
KAGGLE_002,19,2026-01-01T00:19:00,21.812,3.7493,0.0618,3.4634,4.0929,-1.8588,0.1015,-1.651,26.7164,1.4705,0.7548,0.01636,1.92721
KAGGLE_002,20,2026-01-01T00:20:00,24.073,3.6806,0.0627,3.4231,4.1036,-1.8033,0.1204,-1.6856,24.2172,1.4077,0.4525,0.02027,1.89563
KAGGLE_002,21,2026-01-01T00:21:00,23.198,3.6548,0.0508,3.4052,4.1445,-1.8461,0.1189,-1.6592,23.403,1.3739,1.0535,0.02045,1.91317
KAGGLE_002,22,2026-01-01T00:22:00,20.969,3.6514,0.061,3.4862,4.1031,-1.7614,0.1145,-1.6721,25.1154,1.4486,0.7852,0.01815,1.90187
KAGGLE_002,23,2026-01-01T00:23:00,28.872,3.663,0.0649,3.412,4.1287,-1.7341,0.1262,-1.731,25.8186,1.6702,0.2674,0.0232,1.90219
KAGGLE_002,24,2026-01-01T00:24:00,27.254,3.749,0.054,3.4721,4.0744,-1.8493,0.122,-1.7247,26.5083,1.6414,1.0161,0.02963,1.89526
KAGGLE_002,25,2026-01-01T00:25:00,24.485,3.7217,0.0682,3.4068,4.1119,-1.731,0.1202,-1.7478,25.3966,1.5787,0.316,0.01568,1.92394
KAGGLE_002,26,2026-01-01T00:26:00,27.944,3.7194,0.0648,3.4397,4.1385,-1.7408,0.1389,-1.7334,26.0029,1.4537,0.9014,0.02101,1.89978
KAGGLE_002,27,2026-01-01T00:27:00,21.841,3.666,0.0544,3.4697,4.1579,-1.7535,0.1182,-1.6792,25.1003,1.4214,0.3983,0.02562,1.87768
KAGGLE_002,28,2026-01-01T00:28:00,21.711,3.6546,0.0548,3.4039,4.0848,-1.7386,0.1371,-1.723,26.1625,1.557,0.4241,0.02735,1.8901
KAGGLE_002,29,2026-01-01T00:29:00,20.014,3.6847,0.0621,3.4369,4.0783,-1.7671,0.122,-1.6778,24.6334,1.5446,0.4922,0.01586,1.88465
KAGGLE_002,30,2026-01-01T00:30:00,28.239,3.6719,0.0693,3.4177,4.1672,-1.794,0.1392,-1.6722,26.1221,1.3426,0.8712,0.02073,1.89713
KAGGLE_002,31,2026-01-01T00:31:00,28.7,3.7134,0.061,3.4817,4.0921,-1.837,0.1233,-1.6692,26.0116,1.3623,0.4086,0.02589,1.88302
KAGGLE_002,32,2026-01-01T00:32:00,29.022,3.6594,0.0536,3.4185,4.1562,-1.8498,0.1196,-1.6771,25.5903,1.3084,0.3466,0.01767,1.86154
KAGGLE_002,33,2026-01-01T00:33:00,26.078,3.6569,0.0514,3.4245,4.1609,-1.7247,0.104,-1.6973,25.9071,1.6232,0.743,0.02067,1.85871
KAGGLE_002,34,2026-01-01T00:34:00,28.266,3.7263,0.0629,3.4044,4.0948,-1.8666,0.1057,-1.6873,23.054,1.6865,1.0619,0.0166,1.83195
KAGGLE_002,35,2026-01-01T00:35:00,23.384,3.7207,0.054,3.448,4.1263,-1.8089,0.1065,-1.7168,23.6181,1.3224,0.8228,0.02441,1.87053
KAGGLE_002,36,2026-01-01T00:36:00,28.249,3.6603,0.0559,3.4512,4.1536,-1.8573,0.1365,-1.7476,24.7085,1.359,0.7898,0.01839,1.82942
KAGGLE_002,37,2026-01-01T00:37:00,23.847,3.7384,0.0665,3.4112,4.087,-1.8624,0.1041,-1.6544,24.4292,1.5463,0.3065,0.02885,1.87045
KAGGLE_002,38,2026-01-01T00:38:00,28.956,3.7105,0.0536,3.453,4.13,-1.7713,0.106,-1.6833,24.2063,1.627,0.5135,0.01656,1.86859
KAGGLE_002,39,2026-01-01T00:39:00,26.617,3.7433,0.0662,3.4711,4.0776,-1.8797,0.1373,-1.7351,25.6234,1.4281,0.5515,0.02582,1.86407
KAGGLE_002,40,2026-01-01T00:40:00,24.784,3.6567,0.0616,3.496,4.0978,-1.8655,0.1398,-1.7318,24.5401,1.4277,0.5814,0.0254,1.85194
KAGGLE_002,41,2026-01-01T00:41:00,27.935,3.6833,0.066,3.4654,4.0946,-1.813,0.1199,-1.6966,25.1299,1.6286,0.5462,0.02371,1.82536
KAGGLE_002,42,2026-01-01T00:42:00,25.779,3.7193,0.065,3.4703,4.0935,-1.8795,0.1398,-1.7483,25.2335,1.683,1.0288,0.01589,1.82156
KAGGLE_002,43,2026-01-01T00:43:00,28.488,3.7367,0.0664,3.4295,4.0844,-1.7435,0.1389,-1.6587,23.97,1.6311,0.2503,0.01707,1.81295
KAGGLE_002,44,2026-01-01T00:44:00,27.04,3.6877,0.0505,3.4965,4.1072,-1.7678,0.1265,-1.7426,26.3497,1.6482,0.2272,0.02048,1.84546
KAGGLE_002,45,2026-01-01T00:45:00,20.771,3.7069,0.0663,3.415,4.0882,-1.761,0.1299,-1.6801,24.198,1.4646,0.5036,0.02672,1.78824
KAGGLE_002,46,2026-01-01T00:46:00,22.868,3.6656,0.0676,3.4032,4.1451,-1.7995,0.1004,-1.6667,25.7196,1.6504,0.6987,0.02744,1.82098
KAGGLE_002,47,2026-01-01T00:47:00,25.019,3.7209,0.0585,3.4157,4.1673,-1.7966,0.1391,-1.7375,23.8475,1.5476,0.397,0.01776,1.83019
KAGGLE_002,48,2026-01-01T00:48:00,25.593,3.7342,0.0663,3.4468,4.1013,-1.7773,0.1331,-1.7335,26.2134,1.5587,0.3753,0.01663,1.81559
KAGGLE_002,49,2026-01-01T00:49:00,26.032,3.7347,0.0506,3.4282,4.1242,-1.8695,0.1239,-1.6743,24.2365,1.5207,0.7746,0.01549,1.7713
KAGGLE_002,50,2026-01-01T00:50:00,29.767,3.7065,0.0613,3.479,4.0746,-1.8297,0.1377,-1.7492,24.4266,1.413,0.5583,0.01792,1.77859
KAGGLE_002,51,2026-01-01T00:51:00,27.257,3.7474,0.0641,3.4097,4.1107,-1.7614,0.104,-1.6693,23.6007,1.5349,0.5439,0.0238,1.80337
KAGGLE_002,52,2026-01-01T00:52:00,22.901,3.6652,0.0593,3.4885,4.0793,-1.765,0.1354,-1.6693,25.6169,1.6075,0.3449,0.02946,1.8052
KAGGLE_002,53,2026-01-01T00:53:00,27.287,3.7151,0.0686,3.4341,4.1485,-1.8258,0.1144,-1.6644,24.7236,1.6563,0.8968,0.02081,1.7809
KAGGLE_002,54,2026-01-01T00:54:00,26.104,3.6575,0.053,3.4628,4.1198,-1.7512,0.1057,-1.663,25.1885,1.6876,0.9033,0.01631,1.7583
KAGGLE_002,55,2026-01-01T00:55:00,23.137,3.7434,0.0532,3.428,4.1063,-1.8657,0.1072,-1.6728,24.0318,1.4893,0.4304,0.02815,1.74727
KAGGLE_002,56,2026-01-01T00:56:00,21.404,3.6624,0.0614,3.404,4.1559,-1.8158,0.1343,-1.6583,23.5159,1.4467,0.9604,0.02928,1.77651
KAGGLE_002,57,2026-01-01T00:57:00,26.822,3.7006,0.0553,3.4876,4.1383,-1.7807,0.1258,-1.6759,23.9793,1.6285,0.2071,0.0278,1.75579
KAGGLE_002,58,2026-01-01T00:58:00,21.582,3.6899,0.0515,3.4388,4.1162,-1.865,0.1186,-1.6858,26.6005,1.4859,0.2772,0.02598,1.74669
KAGGLE_002,59,2026-01-01T00:59:00,29.225,3.7268,0.054,3.4329,4.1017,-1.7206,0.1195,-1.6798,24.9049,1.4114,0.2345,0.01734,1.78019
KAGGLE_002,60,2026-01-01T00:00:00,26.402,3.682,0.0506,3.4601,4.108,-1.7302,0.1145,-1.707,24.8936,1.3216,0.9812,0.02929,1.74925
KAGGLE_002,61,2026-01-01T00:01:00,22.698,3.7136,0.0517,3.4069,4.1105,-1.8323,0.1285,-1.6629,25.0991,1.5679,0.4335,0.02746,1.75798
KAGGLE_002,62,2026-01-01T00:02:00,29.016,3.6842,0.0651,3.4165,4.1049,-1.8129,0.119,-1.6811,23.6428,1.5787,0.5192,0.02539,1.71843
KAGGLE_002,63,2026-01-01T00:03:00,20.099,3.7283,0.0619,3.4078,4.1368,-1.7814,0.1129,-1.6514,26.7559,1.5971,0.863,0.01975,1.73217
KAGGLE_002,64,2026-01-01T00:04:00,24.587,3.6647,0.0673,3.4114,4.167,-1.815,0.1208,-1.7496,24.8022,1.633,0.3131,0.02174,1.71379
KAGGLE_002,65,2026-01-01T00:05:00,20.974,3.6719,0.0696,3.442,4.1246,-1.8534,0.1151,-1.7152,26.8095,1.6887,0.7192,0.01522,1.75888
KAGGLE_002,66,2026-01-01T00:06:00,20.162,3.7397,0.06,3.4868,4.1399,-1.7762,0.1182,-1.709,24.4088,1.517,0.6709,0.02648,1.7455
KAGGLE_002,67,2026-01-01T00:07:00,21.758,3.6928,0.0535,3.4595,4.1243,-1.8189,0.1338,-1.6811,24.75,1.4133,0.7583,0.02888,1.69945
KAGGLE_002,68,2026-01-01T00:08:00,29.954,3.7306,0.0521,3.465,4.1316,-1.8142,0.1199,-1.6748,26.7089,1.3399,0.5997,0.02372,1.74005
KAGGLE_002,69,2026-01-01T00:09:00,22.899,3.6921,0.0545,3.4455,4.1081,-1.8487,0.1188,-1.7376,26.8705,1.6656,0.5716,0.02731,1.68657
KAGGLE_002,70,2026-01-01T00:10:00,27.412,3.6508,0.0575,3.4224,4.0984,-1.7393,0.1106,-1.6662,26.1806,1.4659,0.4174,0.0285,1.72284
KAGGLE_002,71,2026-01-01T00:11:00,20.155,3.6653,0.0575,3.4817,4.152,-1.784,0.1134,-1.6541,26.9713,1.3967,1.0761,0.01789,1.7015
KAGGLE_002,72,2026-01-01T00:12:00,28.285,3.7301,0.0616,3.4129,4.1336,-1.7236,0.1069,-1.6596,25.0691,1.475,0.2896,0.02702,1.71131
KAGGLE_002,73,2026-01-01T00:13:00,26.314,3.7284,0.0669,3.4627,4.096,-1.7915,0.1379,-1.7296,23.3731,1.475,0.766,0.0239,1.69892
KAGGLE_002,74,2026-01-01T00:14:00,27.076,3.7421,0.0516,3.4382,4.1442,-1.8591,0.1181,-1.6868,24.4325,1.3959,1.0081,0.01945,1.66637
KAGGLE_002,75,2026-01-01T00:15:00,22.453,3.728,0.0657,3.477,4.1359,-1.836,0.1374,-1.6873,25.5535,1.5317,0.2931,0.02189,1.69287
KAGGLE_002,76,2026-01-01T00:16:00,21.071,3.6782,0.0679,3.4093,4.1194,-1.8222,0.1335,-1.7109,24.9641,1.3088,0.2662,0.02939,1.69256
KAGGLE_002,77,2026-01-01T00:17:00,26.873,3.6875,0.0563,3.4908,4.1509,-1.8512,0.1004,-1.7321,25.2692,1.5427,0.2283,0.02964,1.65745
KAGGLE_002,78,2026-01-01T00:18:00,24.839,3.7114,0.0609,3.4158,4.1442,-1.7317,0.1077,-1.747,23.0922,1.5047,0.3371,0.028,1.70856
KAGGLE_002,79,2026-01-01T00:19:00,22.17,3.6828,0.0544,3.4728,4.164,-1.8372,0.1193,-1.6547,24.3942,1.5206,0.4649,0.02618,1.65191
KAGGLE_002,80,2026-01-01T00:20:00,25.127,3.69,0.0539,3.4173,4.1387,-1.738,0.1112,-1.7107,25.3346,1.6066,0.4804,0.02691,1.67086
KAGGLE_003,1,2026-01-01T00:01:00,24.237,3.7247,0.0663,3.4623,4.1307,-1.8113,0.1227,-1.7126,25.5308,1.3257,0.3505,0.01551,2.20554
KAGGLE_003,2,2026-01-01T00:02:00,25.869,3.6793,0.0665,3.4645,4.1665,-1.8236,0.1012,-1.732,24.2907,1.6164,0.522,0.01609,2.1797
KAGGLE_003,3,2026-01-01T00:03:00,23.72,3.728,0.0524,3.4319,4.0711,-1.8274,0.1186,-1.6705,26.595,1.5247,0.547,0.02403,2.18489
KAGGLE_003,4,2026-01-01T00:04:00,21.029,3.6778,0.0622,3.4883,4.156,-1.868,0.1357,-1.7078,26.0248,1.4271,0.4881,0.01796,2.17356
KAGGLE_003,5,2026-01-01T00:05:00,24.987,3.749,0.0584,3.4124,4.0871,-1.8277,0.1153,-1.6924,24.1401,1.5575,0.9705,0.02982,2.18656
KAGGLE_003,6,2026-01-01T00:06:00,22.844,3.7342,0.0581,3.4896,4.1618,-1.8737,0.1258,-1.7431,23.3805,1.621,0.8509,0.01912,2.18956
KAGGLE_003,7,2026-01-01T00:07:00,24.003,3.7056,0.0563,3.4612,4.1093,-1.7686,0.1182,-1.6651,26.8686,1.3486,0.5365,0.02427,2.17656
KAGGLE_003,8,2026-01-01T00:08:00,20.478,3.651,0.0521,3.4323,4.1388,-1.8103,0.1068,-1.7309,26.6091,1.4476,1.0126,0.02984,2.12958
KAGGLE_003,9,2026-01-01T00:09:00,28.68,3.676,0.0657,3.4111,4.1647,-1.868,0.1132,-1.6887,26.2499,1.408,0.3533,0.01707,2.18035
KAGGLE_003,10,2026-01-01T00:10:00,21.263,3.7362,0.0651,3.4888,4.1666,-1.8139,0.1179,-1.7378,25.1104,1.5312,0.7951,0.02965,2.14844
KAGGLE_003,11,2026-01-01T00:11:00,27.309,3.6726,0.0553,3.4296,4.0783,-1.7906,0.1349,-1.6841,25.9411,1.3824,0.2702,0.02958,2.13661
KAGGLE_003,12,2026-01-01T00:12:00,20.131,3.6716,0.0664,3.4188,4.0805,-1.8466,0.1236,-1.6972,26.4338,1.6042,0.4806,0.02181,2.11742
KAGGLE_003,13,2026-01-01T00:13:00,25.045,3.7414,0.0544,3.4364,4.1675,-1.7411,0.1205,-1.672,23.7518,1.4111,0.3478,0.01961,2.11955
KAGGLE_003,14,2026-01-01T00:14:00,26.484,3.6647,0.0675,3.4745,4.0941,-1.7369,0.1075,-1.7471,25.6475,1.4811,0.439,0.0289,2.15902
KAGGLE_003,15,2026-01-01T00:15:00,24.315,3.6651,0.06,3.4508,4.0753,-1.8364,0.1039,-1.6851,25.928,1.469,0.4646,0.02104,2.10839
KAGGLE_003,16,2026-01-01T00:16:00,25.296,3.6994,0.0587,3.4681,4.1346,-1.7266,0.1088,-1.7447,23.1428,1.4065,0.2593,0.01652,2.13552
KAGGLE_003,17,2026-01-01T00:17:00,26.202,3.7216,0.0578,3.4101,4.1434,-1.7393,0.1107,-1.7294,26.1429,1.4391,0.4592,0.02394,2.11
KAGGLE_003,18,2026-01-01T00:18:00,20.942,3.7003,0.064,3.4477,4.1005,-1.7349,0.1095,-1.7185,23.2778,1.3749,1.0099,0.01713,2.13698
KAGGLE_003,19,2026-01-01T00:19:00,24.746,3.6834,0.0536,3.4264,4.0777,-1.7713,0.1341,-1.6906,26.8782,1.5333,0.6395,0.01871,2.09025
KAGGLE_003,20,2026-01-01T00:20:00,28.189,3.7067,0.0698,3.4835,4.1225,-1.8532,0.1059,-1.7406,24.2184,1.5945,0.6074,0.02602,2.0926
KAGGLE_003,21,2026-01-01T00:21:00,22.573,3.6986,0.0573,3.4014,4.1053,-1.7664,0.1357,-1.6725,26.4278,1.6609,0.7362,0.01669,2.14198
KAGGLE_003,22,2026-01-01T00:22:00,27.282,3.6521,0.0696,3.4856,4.1359,-1.8573,0.1199,-1.7256,25.964,1.6893,0.5235,0.02617,2.1203
KAGGLE_003,23,2026-01-01T00:23:00,29.548,3.7139,0.0693,3.4877,4.1379,-1.7361,0.118,-1.6542,25.1076,1.4061,0.8112,0.02832,2.08735
KAGGLE_003,24,2026-01-01T00:24:00,24.173,3.7494,0.0562,3.4041,4.122,-1.8251,0.1245,-1.7067,24.8201,1.6873,0.9131,0.01933,2.09575
KAGGLE_003,25,2026-01-01T00:25:00,24.989,3.7186,0.0593,3.415,4.1667,-1.7802,0.1266,-1.7196,24.153,1.6199,0.214,0.01561,2.12704
KAGGLE_003,26,2026-01-01T00:26:00,25.931,3.6553,0.0561,3.443,4.136,-1.8799,0.1101,-1.715,24.1331,1.6436,0.7988,0.02653,2.08243
KAGGLE_003,27,2026-01-01T00:27:00,20.86,3.6771,0.0699,3.4197,4.1285,-1.8671,0.1088,-1.7027,24.4185,1.6247,0.7733,0.02134,2.07134
KAGGLE_003,28,2026-01-01T00:28:00,20.981,3.6761,0.056,3.4311,4.1264,-1.7714,0.1129,-1.6922,25.7333,1.3798,0.3221,0.02331,2.11665
KAGGLE_003,29,2026-01-01T00:29:00,20.856,3.7067,0.0626,3.4546,4.1076,-1.7399,0.1175,-1.7361,24.7676,1.4253,1.0414,0.02569,2.0733
KAGGLE_003,30,2026-01-01T00:30:00,24.277,3.6921,0.0582,3.4028,4.1259,-1.7268,0.1168,-1.6744,25.4608,1.421,0.4184,0.02268,2.07994
KAGGLE_003,31,2026-01-01T00:31:00,25.433,3.7066,0.0559,3.4755,4.1093,-1.8155,0.1002,-1.6693,26.4996,1.4841,0.2489,0.01582,2.05609
KAGGLE_003,32,2026-01-01T00:32:00,26.499,3.6833,0.0519,3.4291,4.1181,-1.827,0.1024,-1.676,25.6977,1.5957,0.2477,0.01808,2.09486
KAGGLE_003,33,2026-01-01T00:33:00,27.404,3.6995,0.0545,3.4676,4.1552,-1.8319,0.1124,-1.6511,23.0258,1.494,0.819,0.01672,2.05034
KAGGLE_003,34,2026-01-01T00:34:00,26.038,3.6621,0.0519,3.4204,4.1174,-1.7468,0.1178,-1.7444,23.4872,1.4618,1.0844,0.0273,2.03832
KAGGLE_003,35,2026-01-01T00:35:00,25.467,3.7322,0.0636,3.4859,4.1317,-1.8108,0.1254,-1.7315,26.2742,1.563,0.3537,0.02612,2.08545
KAGGLE_003,36,2026-01-01T00:36:00,24.762,3.679,0.0634,3.4959,4.1193,-1.7732,0.1156,-1.6802,23.4293,1.4668,0.5823,0.01542,2.06439
KAGGLE_003,37,2026-01-01T00:37:00,25.642,3.6511,0.0561,3.4645,4.1593,-1.7808,0.1017,-1.6593,26.8512,1.4872,0.8508,0.01915,2.05566
KAGGLE_003,38,2026-01-01T00:38:00,23.577,3.7356,0.0601,3.4349,4.1406,-1.8175,0.1025,-1.6844,24.4075,1.5877,0.5054,0.02573,2.08379
KAGGLE_003,39,2026-01-01T00:39:00,22.783,3.7263,0.0561,3.4394,4.1616,-1.7768,0.1151,-1.7028,25.6359,1.5304,1.0347,0.02663,2.06874
KAGGLE_003,40,2026-01-01T00:40:00,21.294,3.6824,0.0691,3.4348,4.1317,-1.8154,0.1018,-1.6648,23.6367,1.3386,0.2956,0.02901,2.04972
KAGGLE_003,41,2026-01-01T00:41:00,27.599,3.7481,0.0662,3.4733,4.0937,-1.736,0.107,-1.6608,26.0233,1.468,0.2579,0.02418,2.04345
KAGGLE_003,42,2026-01-01T00:42:00,28.468,3.6573,0.0653,3.4607,4.1541,-1.7322,0.1128,-1.6801,24.5105,1.6955,0.7164,0.018,2.0184
KAGGLE_003,43,2026-01-01T00:43:00,24.375,3.6786,0.054,3.4162,4.1514,-1.7506,0.1077,-1.6918,25.5165,1.5675,0.3832,0.02715,2.02336
KAGGLE_003,44,2026-01-01T00:44:00,23.596,3.6908,0.0609,3.4072,4.0885,-1.7632,0.1364,-1.6858,24.9847,1.633,0.7133,0.02211,2.05849
KAGGLE_003,45,2026-01-01T00:45:00,26.185,3.7059,0.0528,3.4067,4.1128,-1.8198,0.1028,-1.7422,26.1295,1.4193,0.3061,0.01846,2.0227
KAGGLE_003,46,2026-01-01T00:46:00,23.309,3.6724,0.0688,3.4922,4.0951,-1.7675,0.1027,-1.6629,26.8725,1.3299,0.7178,0.0278,2.03436
KAGGLE_003,47,2026-01-01T00:47:00,25.0,3.6899,0.0511,3.4698,4.0811,-1.8046,0.1367,-1.7237,23.1199,1.4352,0.4348,0.02002,2.05088
KAGGLE_003,48,2026-01-01T00:48:00,21.393,3.7047,0.0647,3.4924,4.1363,-1.7395,0.1094,-1.7427,26.792,1.6617,0.8328,0.02648,2.03756
KAGGLE_003,49,2026-01-01T00:49:00,29.811,3.745,0.062,3.4612,4.0781,-1.7918,0.1379,-1.7229,23.167,1.3142,0.6568,0.02476,1.9905
KAGGLE_003,50,2026-01-01T00:50:00,23.034,3.735,0.0694,3.4021,4.0755,-1.7562,0.1325,-1.6966,26.4412,1.5728,0.8641,0.02329,2.01099
KAGGLE_003,51,2026-01-01T00:51:00,27.657,3.7195,0.0586,3.4427,4.0838,-1.8099,0.1359,-1.6517,24.4708,1.3775,0.5929,0.01587,1.98494
KAGGLE_003,52,2026-01-01T00:52:00,25.886,3.6727,0.0649,3.4888,4.1493,-1.7891,0.1396,-1.7485,25.8793,1.625,0.269,0.0169,1.99246
KAGGLE_003,53,2026-01-01T00:53:00,20.437,3.685,0.0631,3.4244,4.0992,-1.783,0.1191,-1.7378,23.3072,1.4001,0.6893,0.02242,1.98611
KAGGLE_003,54,2026-01-01T00:54:00,23.57,3.7415,0.0544,3.4713,4.1641,-1.7552,0.1117,-1.6846,25.1074,1.407,0.828,0.02255,2.01612
KAGGLE_003,55,2026-01-01T00:55:00,29.004,3.7206,0.0624,3.428,4.0904,-1.8581,0.139,-1.7269,25.9676,1.3843,0.5352,0.02725,1.97199
KAGGLE_003,56,2026-01-01T00:56:00,29.779,3.7198,0.063,3.4454,4.0814,-1.8002,0.1014,-1.7222,24.5367,1.6309,0.276,0.01919,1.97401
KAGGLE_003,57,2026-01-01T00:57:00,24.954,3.7363,0.0577,3.4044,4.0906,-1.8505,0.1172,-1.7448,24.2206,1.5166,0.513,0.01539,1.99883
KAGGLE_003,58,2026-01-01T00:58:00,28.932,3.7423,0.0681,3.481,4.1291,-1.7588,0.1136,-1.6671,24.7363,1.471,0.8563,0.02603,1.99552
KAGGLE_003,59,2026-01-01T00:59:00,21.092,3.6888,0.0644,3.4678,4.1559,-1.7299,0.1185,-1.6927,25.2732,1.5076,0.3463,0.02072,1.95919
KAGGLE_003,60,2026-01-01T00:00:00,29.247,3.6632,0.0503,3.48,4.1651,-1.8663,0.11,-1.6957,24.3501,1.4578,0.754,0.02043,1.99727
KAGGLE_003,61,2026-01-01T00:01:00,27.824,3.731,0.0622,3.4124,4.1268,-1.8286,0.1106,-1.7321,24.8509,1.476,0.6198,0.02949,1.98886
KAGGLE_003,62,2026-01-01T00:02:00,28.443,3.6718,0.0512,3.4939,4.0976,-1.7823,0.1126,-1.7436,23.7192,1.6064,0.4485,0.02804,1.97489
KAGGLE_003,63,2026-01-01T00:03:00,26.303,3.6647,0.0624,3.405,4.0814,-1.8738,0.1274,-1.6639,25.3196,1.3168,0.8456,0.01591,1.9505
KAGGLE_003,64,2026-01-01T00:04:00,22.591,3.6757,0.0636,3.4857,4.1053,-1.7651,0.124,-1.715,23.3099,1.4775,0.6599,0.01855,1.98252
KAGGLE_003,65,2026-01-01T00:05:00,23.714,3.7323,0.0583,3.4642,4.1576,-1.8571,0.1131,-1.6712,24.3399,1.4633,0.7868,0.02206,1.95599
KAGGLE_003,66,2026-01-01T00:06:00,26.219,3.666,0.0509,3.493,4.1612,-1.8759,0.1244,-1.6692,25.0432,1.6123,0.6574,0.02372,1.99165
KAGGLE_003,67,2026-01-01T00:07:00,22.149,3.7331,0.0507,3.4726,4.1081,-1.7203,0.1031,-1.7423,26.7421,1.3898,0.6531,0.02362,1.95069
KAGGLE_003,68,2026-01-01T00:08:00,24.181,3.7233,0.067,3.4528,4.0751,-1.8044,0.121,-1.7059,24.0767,1.6344,0.4638,0.01866,1.95975
KAGGLE_003,69,2026-01-01T00:09:00,27.676,3.6862,0.0591,3.4748,4.0815,-1.8414,0.1293,-1.662,24.4475,1.4408,0.6551,0.02872,1.93825
KAGGLE_003,70,2026-01-01T00:10:00,26.052,3.6949,0.0584,3.4569,4.1527,-1.86,0.1215,-1.6724,24.6305,1.5339,0.3243,0.0189,1.95969
KAGGLE_003,71,2026-01-01T00:11:00,23.138,3.6582,0.0584,3.4983,4.1276,-1.7788,0.1309,-1.66,26.5056,1.3062,0.3087,0.01895,1.93453
